anoper,pro_num_prov,pc_num_cant,claper,claobr,num_obras,arecon,numpis,numviv,numapo,numdor,valobr,matpis,matpar,mattec,usoobr,financ
2022,1.0,109,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,88,88,01,99,99
2022,1.0,109,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,22,88,88,99,99
2022,1.0,109,03,02,1.0,0.0,0.0,0.0,0.0,0.0,630000.0,88,88,01,99,99
2022,1.0,109,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1700000.0,88,88,01,99,99
2022,1.0,109,01,03,1.0,0.0,0.0,0.0,0.0,0.0,800000.0,88,08,88,99,99
2022,1.0,109,02,01,1.0,4.0,1.0,0.0,0.0,0.0,1100000.0,07,01,01,99,99
2022,1.0,109,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,15,88,99,99
2022,1.0,109,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1300000.0,88,13,01,99,99
2022,1.0,109,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1300000.0,88,08,88,99,99
2022,1.0,109,01,03,1.0,0.0,0.0,0.0,0.0,0.0,4150000.0,88,98,88,99,99
2022,1.0,102,02,01,1.0,30.0,1.0,0.0,0.0,0.0,5000000.0,07,01,01,99,99
2022,1.0,102,03,02,1.0,0.0,0.0,0.0,0.0,0.0,300000.0,88,88,01,99,99
2022,1.0,102,03,03,1.0,0.0,0.0,0.0,0.0,0.0,150000.0,05,88,88,99,99
2022,1.0,102,01,02,1.0,30.0,1.0,0.0,0.0,0.0,1500000.0,07,01,01,99,99
2022,1.0,102,03,02,1.0,0.0,0.0,0.0,0.0,0.0,200000.0,88,88,01,99,99
2022,1.0,102,03,02,1.0,0.0,0.0,0.0,0.0,0.0,750000.0,88,88,01,99,99
2022,1.0,102,01,03,1.0,0.0,0.0,0.0,0.0,0.0,3000000.0,88,01,88,99,99
2022,1.0,102,02,03,1.0,0.0,1.0,0.0,0.0,0.0,4700000.0,99,99,99,99,99
2022,1.0,102,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,01,88,99,99
2022,1.0,102,01,03,1.0,0.0,0.0,0.0,0.0,0.0,800000.0,88,01,88,99,99
2022,1.0,102,03,03,1.0,0.0,0.0,0.0,0.0,0.0,2100000.0,99,99,99,99,99
2022,1.0,103,02,01,1.0,39.0,1.0,0.0,0.0,0.0,7800000.0,07,01,01,99,99
2022,1.0,103,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1700000.0,88,88,01,99,99
2022,1.0,103,02,01,1.0,38.0,1.0,0.0,0.0,0.0,7600000.0,07,01,01,99,99
2022,1.0,103,03,01,1.0,0.0,0.0,0.0,0.0,0.0,3000000.0,88,88,01,99,99
2022,1.0,103,02,01,1.0,26.0,1.0,0.0,0.0,0.0,5200000.0,07,01,01,99,99
2022,1.0,103,02,01,1.0,40.0,1.0,0.0,0.0,0.0,8000000.0,07,08,01,99,99
2022,1.0,103,02,01,1.0,24.0,1.0,0.0,0.0,0.0,7680000.0,07,01,01,99,99
2022,1.0,103,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,01,88,99,99
2022,1.0,103,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1650000.0,88,88,01,99,99
2022,1.0,103,02,01,1.0,40.0,1.0,0.0,0.0,0.0,8000000.0,07,08,01,99,99
2022,1.0,103,05,03,1.0,0.0,0.0,0.0,0.0,0.0,500000.0,88,88,88,99,99
2022,1.0,104,02,01,1.0,30.0,1.0,0.0,0.0,0.0,3600000.0,88,88,01,99,99
2022,1.0,104,02,01,1.0,30.0,1.0,0.0,0.0,0.0,3600000.0,22,88,01,99,99
2022,1.0,104,02,01,1.0,11.0,1.0,0.0,0.0,0.0,4503166.0,22,01,01,99,99
2022,1.0,104,02,01,1.0,18.0,1.0,0.0,0.0,0.0,36148382.0,22,88,01,99,99
2022,1.0,111,01,01,1.0,168.0,1.0,1.0,7.0,3.0,38710000.0,22,98,01,01,98
2022,1.0,111,03,01,1.0,0.0,0.0,0.0,0.0,0.0,800000.0,34,98,01,01,08
2022,1.0,111,03,01,1.0,0.0,0.0,0.0,0.0,0.0,7500000.0,22,01,01,01,08
2022,1.0,111,03,01,1.0,0.0,0.0,0.0,0.0,0.0,500000.0,34,98,01,01,08
2022,1.0,111,03,01,1.0,0.0,0.0,0.0,0.0,0.0,775000.0,34,98,01,01,08
2022,1.0,111,03,01,1.0,0.0,0.0,0.0,0.0,0.0,180000.0,34,98,01,01,08
2022,1.0,111,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1700000.0,22,01,01,01,08
2022,1.0,112,01,02,1.0,33.0,1.0,0.0,0.0,0.0,1815000.0,07,01,01,99,99
2022,1.0,112,01,03,1.0,0.0,0.0,0.0,0.0,0.0,670000.0,88,01,88,99,99
2022,1.0,112,01,03,1.0,0.0,1.0,0.0,0.0,0.0,1796400.0,99,99,99,99,99
2022,1.0,112,01,03,1.0,0.0,1.0,0.0,0.0,0.0,435600.0,99,99,99,99,99
2022,1.0,112,03,03,1.0,0.0,0.0,0.0,0.0,0.0,777000.0,99,99,99,99,99
2022,1.0,112,02,03,1.0,0.0,1.0,0.0,0.0,0.0,425000.0,99,99,99,99,99
2022,1.0,112,01,03,1.0,0.0,1.0,0.0,0.0,0.0,200000.0,08,88,88,99,99
2022,1.0,112,01,03,1.0,0.0,0.0,0.0,0.0,0.0,275000.0,88,98,98,99,99
2022,1.0,113,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,88,01,88,99,99
2022,1.0,113,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1281750.0,88,88,01,99,99
2022,1.0,113,01,03,1.0,0.0,1.0,0.0,0.0,0.0,2390000.0,99,98,99,99,99
2022,1.0,113,03,03,1.0,0.0,0.0,0.0,0.0,0.0,200000.0,88,88,01,99,99
2022,1.0,113,02,03,1.0,0.0,1.0,0.0,0.0,0.0,4300000.0,08,15,88,99,99
2022,1.0,113,03,03,1.0,0.0,0.0,0.0,0.0,0.0,343560.0,99,99,99,99,99
2022,1.0,107,03,02,1.0,0.0,0.0,0.0,0.0,0.0,2000800.0,88,88,01,99,99
2022,1.0,107,03,01,1.0,0.0,0.0,0.0,0.0,0.0,998900.0,88,88,01,99,99
2022,1.0,107,02,02,1.0,39.0,1.0,0.0,0.0,0.0,712500.0,88,09,02,99,99
2022,1.0,107,03,03,1.0,0.0,0.0,0.0,0.0,0.0,1544190.0,22,01,01,99,99
2022,3.0,305,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1540000.0,88,01,88,99,99
2022,3.0,305,02,01,1.0,33.0,1.0,0.0,0.0,0.0,6105000.0,22,01,01,99,99
2022,3.0,305,01,03,1.0,0.0,1.0,0.0,0.0,0.0,3000000.0,88,88,01,99,99
2022,3.0,305,03,01,1.0,0.0,0.0,0.0,0.0,0.0,2323065.0,88,88,01,99,99
2022,3.0,305,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2876167.0,88,08,88,99,99
2022,3.0,305,01,03,1.0,0.0,0.0,0.0,0.0,0.0,255066.0,88,01,88,99,99
2022,3.0,307,01,03,1.0,0.0,0.0,0.0,0.0,0.0,925000.0,88,08,88,01,09
2022,3.0,307,02,01,1.0,22.0,1.0,0.0,0.0,0.0,5000000.0,22,13,01,01,01
2022,3.0,307,01,03,1.0,0.0,0.0,0.0,0.0,0.0,910000.0,88,08,88,01,09
2022,3.0,307,02,03,1.0,0.0,1.0,0.0,0.0,0.0,500000.0,34,01,01,01,09
2022,3.0,307,01,03,1.0,0.0,1.0,0.0,0.0,0.0,600000.0,01,15,01,01,09
2022,3.0,307,01,02,1.0,10.0,1.0,0.0,0.0,0.0,550000.0,22,08,01,01,09
2022,3.0,308,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1350000.0,88,08,88,99,99
2022,3.0,308,01,03,1.0,0.0,1.0,0.0,0.0,0.0,4820850.0,07,88,01,99,99
2022,3.0,308,01,01,1.0,28.0,1.0,1.0,1.0,1.0,7958800.0,22,01,01,99,99
2022,3.0,308,03,01,1.0,0.0,0.0,0.0,0.0,0.0,4620000.0,88,88,01,99,99
2022,4.0,407,03,02,1.0,0.0,0.0,0.0,0.0,0.0,1800000.0,88,88,01,99,99
2022,4.0,407,03,02,1.0,0.0,0.0,0.0,0.0,0.0,12500000.0,22,01,01,99,99
2022,4.0,410,01,03,1.0,0.0,1.0,0.0,0.0,0.0,3276000.0,99,99,99,99,99
2022,4.0,410,01,02,1.0,298.0,1.0,0.0,0.0,0.0,4241061.0,34,08,98,99,99
2022,4.0,410,02,02,1.0,30.0,1.0,0.0,0.0,0.0,2500000.0,22,08,01,99,99
2022,4.0,410,02,02,1.0,30.0,1.0,0.0,0.0,0.0,3000000.0,34,08,01,99,99
2022,4.0,410,02,01,1.0,30.0,1.0,0.0,0.0,0.0,2511217.0,07,01,01,02,09
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,1250000.0,99,99,99,99,99
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,99,99,99,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,01,88,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1600000.0,88,01,88,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1750000.0,88,01,88,99,99
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,2200000.0,99,99,99,99,99
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,2500000.0,99,99,99,99,99
2022,5.0,501,02,03,1.0,0.0,1.0,0.0,0.0,0.0,2250000.0,99,99,99,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,800000.0,88,01,88,99,99
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,850000.0,99,99,99,99,99
2022,5.0,501,05,03,1.0,0.0,0.0,0.0,0.0,0.0,3000000.0,88,88,88,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,3000000.0,88,01,88,99,99
2022,5.0,501,02,03,1.0,0.0,1.0,0.0,0.0,0.0,1000000.0,99,99,99,99,99
2022,5.0,501,02,03,1.0,0.0,1.0,0.0,0.0,0.0,3975000.0,99,99,99,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1800000.0,88,01,88,99,99
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,99,99,99,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2500000.0,88,01,88,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,600000.0,88,01,88,99,99
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,99,99,99,99,99
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,99,99,99,99
2022,5.0,501,04,03,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,88,88,88,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2000000.0,88,01,88,99,99
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,99,99,99,99,99
2022,5.0,501,01,03,1.0,0.0,1.0,0.0,0.0,0.0,1000000.0,99,99,99,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,01,88,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2668000.0,88,01,88,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2000000.0,88,01,88,99,99
2022,5.0,501,02,03,1.0,0.0,1.0,0.0,0.0,0.0,1400000.0,99,99,99,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,01,88,99,99
2022,5.0,501,02,03,1.0,0.0,1.0,0.0,0.0,0.0,1500000.0,99,99,99,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,01,88,99,99
2022,5.0,501,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,01,88,99,99
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,600000.0,99,99,99,99,99
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,99,99,99,99,99
2022,5.0,501,03,03,1.0,0.0,0.0,0.0,0.0,0.0,5300000.0,99,99,99,99,99
2022,5.0,503,04,01,1.0,0.0,0.0,0.0,0.0,0.0,3500000.0,88,88,88,99,99
2022,5.0,503,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,88,88,01,01,09
2022,5.0,503,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2450000.0,88,08,88,01,99
2022,5.0,503,02,01,1.0,45.0,1.0,0.0,0.0,0.0,2800000.0,07,88,01,01,09
2022,5.0,503,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,88,08,88,01,09
2022,5.0,503,02,01,1.0,42.0,1.0,0.0,0.0,0.0,1875000.0,88,88,01,01,09
2022,5.0,507,03,02,1.0,0.0,0.0,0.0,0.0,0.0,2700000.0,88,88,01,99,99
2022,5.0,507,02,02,1.0,26.0,1.0,0.0,0.0,0.0,2500000.0,07,01,01,99,99
2022,5.0,508,01,03,1.0,0.0,0.0,0.0,0.0,0.0,3360000.0,88,01,88,99,99
2022,5.0,508,03,03,1.0,0.0,0.0,0.0,0.0,0.0,4000000.0,88,88,01,99,99
2022,5.0,508,01,03,2.0,0.0,0.0,0.0,0.0,0.0,3800000.0,88,08,88,99,99
2022,5.0,508,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1200000.0,88,01,88,99,99
2022,5.0,508,05,03,1.0,0.0,0.0,0.0,0.0,0.0,500000.0,88,88,88,99,99
2022,5.0,508,03,03,1.0,0.0,0.0,0.0,0.0,0.0,5000000.0,99,99,99,99,99
2022,5.0,508,01,02,1.0,71.0,1.0,0.0,0.0,0.0,4500000.0,07,01,01,99,99
2022,5.0,508,02,01,1.0,18.0,1.0,0.0,0.0,0.0,2500000.0,07,01,01,99,99
2022,5.0,508,03,03,1.0,0.0,0.0,0.0,0.0,0.0,3200000.0,88,88,99,99,99
2022,5.0,508,03,03,1.0,0.0,0.0,0.0,0.0,0.0,2000000.0,88,88,99,99,99
2022,5.0,508,01,03,2.0,0.0,0.0,0.0,0.0,0.0,4620000.0,88,01,88,99,99
2022,5.0,508,02,01,1.0,18.0,1.0,0.0,0.0,0.0,1800000.0,07,01,01,99,99
2022,5.0,509,01,01,1.0,75.0,1.0,1.0,6.0,3.0,28860600.0,22,01,01,99,99
2022,5.0,509,01,01,1.0,44.0,1.0,1.0,4.0,2.0,11788350.0,22,08,01,99,99
2022,5.0,509,03,01,1.0,0.0,0.0,0.0,0.0,0.0,6303600.0,07,98,01,99,99
2022,5.0,509,03,01,1.0,0.0,0.0,0.0,0.0,0.0,2000000.0,88,88,01,99,99
2022,5.0,509,01,01,1.0,44.0,1.0,1.0,4.0,2.0,8013400.0,22,08,01,99,99
2022,5.0,509,01,01,1.0,32.0,1.0,1.0,3.0,1.0,10948900.0,22,10,01,99,99
2022,5.0,509,03,01,1.0,0.0,0.0,0.0,0.0,0.0,2000000.0,88,88,01,99,99
2022,5.0,509,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,22,88,88,99,99
2022,5.0,509,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,07,10,88,99,99
2022,5.0,509,03,01,1.0,0.0,0.0,0.0,0.0,0.0,8920000.0,22,13,88,99,99
2022,5.0,509,03,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,01,88,99,99
2022,5.0,509,03,02,1.0,0.0,0.0,0.0,0.0,0.0,5500000.0,22,01,01,99,99
2022,5.0,509,03,02,1.0,0.0,0.0,0.0,0.0,0.0,100000000.0,22,01,01,99,99
2022,5.0,509,03,03,1.0,0.0,0.0,0.0,0.0,0.0,500000.0,88,01,88,99,99
2022,5.0,509,01,01,1.0,49.0,1.0,1.0,4.0,2.0,11930000.0,22,08,01,99,99
2022,5.0,509,01,01,1.0,83.0,1.0,1.0,8.0,3.0,25358000.0,22,01,01,99,99
2022,5.0,509,01,01,1.0,33.0,1.0,1.0,3.0,1.0,6705300.0,07,01,01,99,99
2022,5.0,509,03,03,1.0,0.0,0.0,0.0,0.0,0.0,2200000.0,99,99,99,99,99
2022,5.0,509,01,01,1.0,54.0,1.0,1.0,5.0,2.0,18292800.0,22,01,01,99,99
2022,5.0,510,01,03,1.0,0.0,0.0,0.0,0.0,0.0,3420000.0,88,08,98,01,08
2022,5.0,510,01,01,1.0,50.0,1.0,1.0,7.0,2.0,12000000.0,07,08,01,01,08
2022,5.0,510,01,02,1.0,50.0,1.0,0.0,0.0,0.0,13250000.0,07,10,01,98,08
2022,5.0,510,01,03,1.0,0.0,0.0,0.0,0.0,0.0,360000.0,88,08,98,98,08
2022,5.0,510,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1800000.0,88,08,98,98,08
2022,5.0,510,01,02,1.0,8.0,1.0,0.0,0.0,0.0,2505000.0,07,08,01,02,10
2022,5.0,510,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2025000.0,88,08,98,98,08
2022,5.0,510,01,02,1.0,220.0,1.0,0.0,0.0,0.0,4752000.0,33,98,01,98,08
2022,5.0,510,01,02,1.0,32.0,1.0,0.0,0.0,0.0,2880000.0,07,08,01,01,08
2022,5.0,510,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2861100.0,88,08,98,98,08
2022,5.0,510,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2250000.0,88,08,98,98,08
2022,5.0,510,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2520000.0,88,08,98,01,08
2022,6.0,601,03,02,1.0,0.0,0.0,0.0,0.0,0.0,9000000.0,22,01,01,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,7121600.0,22,01,01,99,99
2022,6.0,601,02,01,1.0,36.0,1.0,0.0,0.0,0.0,7000000.0,07,01,01,99,01
2022,6.0,601,01,03,1.0,0.0,1.0,0.0,0.0,0.0,3500000.0,07,25,01,99,99
2022,6.0,601,02,01,1.0,20.0,1.0,0.0,0.0,0.0,2100000.0,22,08,01,99,99
2022,6.0,601,03,03,1.0,0.0,0.0,0.0,0.0,0.0,7500000.0,22,08,01,99,99
2022,6.0,601,01,03,1.0,0.0,0.0,0.0,0.0,0.0,3000000.0,88,01,88,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,15000000.0,22,01,01,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1470000.0,88,88,01,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,17,01,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,4000000.0,22,98,88,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,400000.0,88,88,01,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1300000.0,88,88,01,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,2000000.0,22,88,01,99,99
2022,6.0,601,03,03,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,88,88,01,99,99
2022,6.0,601,03,02,1.0,0.0,0.0,0.0,0.0,0.0,3500000.0,22,01,01,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,4750000.0,22,88,01,99,99
2022,6.0,601,01,03,1.0,0.0,1.0,0.0,0.0,0.0,1000000.0,22,01,99,99,99
2022,6.0,601,02,01,1.0,30.0,1.0,0.0,0.0,0.0,3000000.0,07,01,01,99,99
2022,6.0,601,03,03,1.0,0.0,0.0,0.0,0.0,0.0,500000.0,88,88,01,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,2000000.0,22,13,01,99,99
2022,6.0,601,03,03,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,22,01,01,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1750000.0,88,01,01,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,6000000.0,22,98,01,99,99
2022,6.0,601,03,03,1.0,0.0,0.0,0.0,0.0,0.0,5000000.0,88,88,01,99,99
2022,6.0,601,01,03,1.0,0.0,1.0,0.0,0.0,0.0,2000000.0,22,88,98,99,99
2022,6.0,601,03,03,1.0,0.0,0.0,0.0,0.0,0.0,2000000.0,08,88,88,99,99
2022,6.0,601,02,01,1.0,24.0,1.0,0.0,0.0,0.0,800000.0,22,98,98,99,99
2022,6.0,601,02,01,1.0,15.0,1.0,0.0,0.0,0.0,3500000.0,22,06,01,99,99
2022,6.0,601,03,01,1.0,0.0,0.0,0.0,0.0,0.0,4622000.0,88,88,01,99,99
2022,6.0,601,01,02,1.0,48.0,1.0,0.0,0.0,0.0,4620000.0,34,88,01,99,99
2022,6.0,601,01,02,1.0,28.0,1.0,0.0,0.0,0.0,2000000.0,34,88,01,99,99
2022,6.0,601,01,02,1.0,36.0,1.0,0.0,0.0,0.0,4622000.0,34,10,01,99,99
2022,6.0,601,01,03,1.0,0.0,1.0,0.0,0.0,0.0,4620000.0,22,06,98,99,99
2022,6.0,601,01,02,1.0,38.0,1.0,0.0,0.0,0.0,4620000.0,22,01,01,99,99
2022,6.0,603,02,01,1.0,36.0,1.0,0.0,0.0,0.0,3300000.0,07,01,01,99,99
2022,6.0,603,02,01,1.0,18.0,1.0,0.0,0.0,0.0,3500000.0,07,01,01,99,08
2022,6.0,603,02,01,1.0,18.0,1.0,0.0,0.0,0.0,3500000.0,07,01,01,99,08
2022,6.0,603,02,01,1.0,36.0,1.0,0.0,0.0,0.0,3800000.0,07,01,01,99,99
2022,6.0,603,03,02,1.0,0.0,0.0,0.0,0.0,0.0,1900000.0,88,88,01,99,99
2022,6.0,603,03,01,1.0,0.0,0.0,0.0,0.0,0.0,1496000.0,88,88,01,99,99
2022,6.0,603,01,03,1.0,0.0,0.0,0.0,0.0,0.0,856269.0,88,01,88,99,99
2022,6.0,605,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,88,08,88,99,99
2022,6.0,605,01,03,1.0,0.0,0.0,0.0,0.0,0.0,4000000.0,88,08,88,99,99
2022,6.0,605,03,03,1.0,0.0,0.0,0.0,0.0,0.0,3000000.0,22,01,88,99,99
2022,6.0,605,01,03,1.0,0.0,1.0,0.0,0.0,0.0,5000000.0,98,99,99,99,99
2022,6.0,605,01,03,1.0,0.0,0.0,0.0,0.0,0.0,4000000.0,88,98,88,99,99
2022,6.0,605,01,03,1.0,0.0,1.0,0.0,0.0,0.0,3500000.0,22,99,01,99,99
2022,6.0,605,01,03,1.0,0.0,0.0,0.0,0.0,0.0,4500000.0,88,08,88,99,99
2022,6.0,605,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2000000.0,88,08,88,99,99
2022,6.0,605,01,03,1.0,0.0,0.0,0.0,0.0,0.0,2500000.0,88,08,88,99,99
2022,6.0,605,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,88,98,88,99,99
2022,6.0,605,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,88,98,88,99,99
2022,6.0,605,01,03,1.0,0.0,0.0,0.0,0.0,0.0,1500000.0,88,98,88,99,99
2022,6.0,605,03,03,1.0,0.0,0.0,0.0,0.0,0.0,4000000.0,22,08,01,99,08
2022,6.0,608,01,03,1.0,0.0,0.0,0.0,0.0,0.0,3000000.0,88,98,88,99,99
2022,6.0,608,01,03,1.0,0.0,0.0,0.0,0.0,0.0,960000.0,88,98,88,99,99
2022,6.0,608,01,02,1.0,20.0,1.0,0.0,0.0,0.0,800000.0,07,10,01,01,09
2022,6.0,608,02,01,1.0,30.0,1.0,0.0,0.0,0.0,2700000.0,07,08,01,01,09
2022,6.0,608,02,01,1.0,30.0,1.0,0.0,0.0,0.0,3000000.0,07,08,01,01,09
2022,6.0,608,02,01,1.0,30.0,1.0,0.0,0.0,0.0,1200000.0,07,88,01,01,09
2022,6.0,608,02,01,1.0,30.0,1.0,0.0,0.0,0.0,1500000.0,07,08,01,01,06
2022,6.0,608,01,03,1.0,0.0,0.0,0.0,0.0,0.0,510000.0,88,98,88,01,09
2022,6.0,608,02,01,1.0,15.0,1.0,0.0,0.0,0.0,450000.0,07,88,01,01,09
2022,6.0,608,01,03,1.0,0.0,1.0,0.0,0.0,0.0,4000000.0,04,88,01,99,09
2022,6.0,608,01,01,1.0,56.0,1.0,1.0,5.0,2.0,14174625.0,13,10,01,99,06
2022,6.0,608,01,01,1.0,62.0,1.0,1.0,6.0,3.0,15197356.0,13,10,01,99,06
